customer_id,first_name,last_name,gender,age,country,income
CS00499,Amanda,Pereira,Female,55,Brazil,145386
CS00500,José,Fuentes,Male,60,Chile,36021
CS00501,Ricardo,Gamboa,Male,40,Colombia,134505
CS00502,Francisco,Fajardo,Male,64,Colombia,26743
CS00503,Ignacio,Cortés,Male,56,Chile,60953
CS00504,Natalia,Díaz,Female,24,Chile,95748
CS00505,Victoria,Terán,Male,27,Mexico,106079
CS00506,Orlando,Cáceres,Male,32,Colombia,131054
CS00507,Mariana,Dias,Female,40,Brazil,130804
CS00508,Carlos,Olguín,Male,25,Chile,119956
CS00509,Marcelo,Aguilar,Male,54,Chile,49643
CS00510,Andrea,Pérez,Female,53,Colombia,147735
CS00511,Clara,Teixeira,Female,56,Brazil,141776
CS00512,Miguel,Cárcamo,Male,19,Chile,43647
CS00513,Lorenzo,Lagos,Male,62,Chile,119930
CS00514,María,Cruz,Female,39,Chile,66009
CS00515,Yago,Fogaça,Male,29,Brazil,134014
CS00516,Bernabé,González,Female,54,Mexico,106159
CS00517,Angélica,Moreno,Female,22,Colombia,38595
CS00518,Davi,da Rocha,Male,23,Brazil,117794
CS00519,Sonia,Archuleta,Male,42,Mexico,75028
CS00520,Jeison,Vélez,Male,39,Colombia,40631
CS00521,Pascal,Hurtado,Female,37,Chile,114581
CS00522,Frank,Cáceres,Male,54,Chile,98148
CS00523,Murilo,Viana,Male,21,Brazil,40392
CS00524,Marcela,Rivero,Female,57,Mexico,26522
CS00525,Maria,Ribeiro,Female,35,Brazil,78079
CS00526,Jhoan,Castañeda,Male,49,Colombia,99570
CS00527,Mayra,Bonilla,Female,44,Colombia,55804
CS00528,Vanesa,Villarreal,Female,50,Mexico,34918
CS00529,Piero,Castro,Male,45,Chile,34534
CS00530,Herminio,González,Male,61,Chile,108930
CS00531,Karen,Arias,Female,51,Colombia,107442
CS00532,Carla,López,Female,20,Chile,48903
CS00533,Diego,Ibarra,Male,56,Colombia,27180
CS00534,Lívia,Novaes,Female,31,Brazil,59507
CS00535,Esmeralda,Fonseca,Female,26,Mexico,120160
CS00536,Karen,Aguirre,Female,36,Chile,63007
CS00537,Enzo Gabriel,Cardoso,Male,18,Brazil,85193
CS00538,Sebastián,Medina,Male,29,Colombia,36932
CS00539,Luz,Rodríguez,Female,52,Colombia,112231
CS00540,Pascual,Iglesias,Female,50,Mexico,93233
CS00541,Olga,Riquelme,Female,22,Chile,72044
CS00542,Lucas Gabriel,Aragão,Male,45,Brazil,22456
CS00543,María,Jaramillo,Female,22,Colombia,132998
CS00544,Mario,Morales,Male,54,Chile,76267
CS00545,Janneth,Contreras,Female,63,Colombia,103904
CS00546,César,Fajardo,Male,36,Colombia,35096
CS00547,Martha,Arias,Female,19,Colombia,146641
CS00548,Valentina,Cifuentes,Female,28,Chile,125030
CS00549,Jimena,Sanabria,Female,62,Colombia,140556
CS00550,Flor,Aguilera,Female,23,Chile,77240
CS00551,Miguel,Barros,Male,33,Brazil,77104
CS00552,Carlos,Quintero,Male,51,Colombia,30308
CS00553,María,Castro,Female,37,Colombia,117754
CS00554,Juan,Henríquez,Male,32,Chile,63655
CS00555,Alvaro,Soto,Male,22,Mexico,86910
CS00556,Carlos Eduardo,Lima,Male,51,Brazil,86840
CS00557,Karla,Santillán,Female,40,Mexico,66019
CS00558,Socorro,Garrido,Female,33,Mexico,33474
CS00559,Natividad,Velázquez,Female,34,Mexico,45856
CS00560,Gonzalo,Ramírez,Male,56,Mexico,40036
CS00561,Laura,Barbosa,Female,29,Brazil,144687
CS00562,César,González,Male,47,Colombia,118886
CS00563,Edwin,Delgado,Male,61,Colombia,141130
CS00564,Rosario,Bello,Female,58,Chile,61436
CS00565,Helena,Zelaya,Male,46,Mexico,28950
CS00566,Camilo,Hernández,Male,46,Colombia,102756
CS00567,Esteban,Cancino,Male,35,Chile,97518
CS00568,João Pedro,Ribeiro,Male,40,Brazil,86497
CS00569,Isis,Costela,Female,37,Brazil,80521
CS00570,Carol,Orozco,Female,20,Colombia,27456
CS00571,Angelo,Torres,Male,36,Chile,30057
CS00572,Calebe,Cardoso,Male,57,Brazil,97867
CS00573,Claudia,Rojas,Female,47,Colombia,96064
CS00574,Mariane,da Paz,Female,46,Brazil,139150
CS00575,Esther,Marrero,Female,38,Mexico,99299
CS00576,John,Zapata,Male,50,Colombia,39773
CS00577,Otávio,Ribeiro,Male,46,Brazil,33566
CS00578,Valeria,Márquez,Female,63,Chile,31053
CS00579,Úrsula,Carreón,Male,20,Mexico,52472
CS00580,Emilio,Ramírez,Male,46,Colombia,88690
CS00581,Aurelio,Noriega,Male,41,Mexico,68870
CS00582,Mateo,Mendoza,Male,42,Chile,73578
CS00583,Uberlinda,Álvarez,Female,61,Chile,98366
CS00584,Luiz Otávio,Ferreira,Male,58,Brazil,104843
CS00585,Daniel,Barrera,Male,22,Chile,63213
CS00586,Maria Cecília,Caldeira,Female,53,Brazil,108916
CS00587,Cindy,Bernal,Female,36,Colombia,53029
CS00588,Luis Manuel,Alcántar,Female,39,Mexico,30682
CS00589,Marisol,Portillo,Female,40,Mexico,60662
CS00590,León,Bernal,Male,26,Colombia,97993
CS00591,André,Azevedo,Male,37,Brazil,93259
CS00592,Piedad,Pulido,Female,59,Colombia,123764
CS00593,María,Flores,Female,26,Chile,107833
CS00594,Emilly,Dias,Female,59,Brazil,107878
CS00595,David,Caicedo,Male,50,Colombia,67425
CS00596,Nicole,Ferreira,Female,41,Brazil,60483
CS00597,Mónica,Domínguez,Male,31,Mexico,64791
CS00598,Jimena,Rivera,Female,30,Colombia,49693
CS00599,Isabel,Villalobos,Female,27,Mexico,30114
CS00600,Manuel,Quezada,Male,24,Chile,86543
CS00601,Daniela,da Rocha,Female,60,Brazil,64140
CS00602,Tania,Esquivel,Female,56,Mexico,69377
CS00603,Marisol,Arias,Male,28,Mexico,43703
CS00604,Isabel,Mata,Male,64,Mexico,77366
CS00605,João Felipe,Carvalho,Male,44,Brazil,67749
CS00606,Pedro,Ulloa,Male,46,Mexico,100031
CS00607,Isolina,Ibarra,Female,65,Chile,122734
CS00608,Yolima,Guerrero,Female,32,Colombia,89993
CS00609,Martín,de la Torre,Female,37,Mexico,146562
CS00610,Stella,Molina,Female,30,Colombia,68213
CS00611,Luisa,Arboleda,Female,47,Colombia,120851
CS00612,Trinidad,Donoso,Female,42,Chile,85916
CS00613,Wilmer,Quintero,Male,28,Colombia,127071
CS00614,Dulce,Oquendo,Male,56,Mexico,38140
CS00615,Ramon,Parra,Male,21,Chile,104040
CS00616,Brayan,Bautista,Male,41,Colombia,92684
CS00617,Danilo,da Costa,Male,63,Brazil,130872
CS00618,Luiz Otávio,Aragão,Male,36,Brazil,30993
CS00619,Aida,Saucedo,Male,35,Mexico,78893
CS00620,Isabela,Santana,Female,45,Mexico,32021
CS00621,Alfonso,Badillo,Male,46,Mexico,135950
CS00622,Nancy,Díaz,Female,19,Chile,74381
CS00623,Alexia,Porto,Female,43,Brazil,85799
CS00624,Ricardo,Orellana,Male,33,Chile,70615
CS00625,João Miguel,Barros,Male,41,Brazil,49430
CS00626,Benjamin,Cardoso,Male,38,Brazil,142005
CS00627,Nicolas,Farias,Male,63,Brazil,105191
CS00628,Félix,Álvarez,Male,27,Chile,38035
CS00629,Kamilly,Barros,Female,36,Brazil,140244
CS00630,Antonio,Castaño,Male,62,Colombia,128935
CS00631,Frida,Esquibel,Male,63,Mexico,81487
CS00632,Franklin,Herrera,Male,57,Colombia,20688
CS00633,Alana,das Neves,Female,19,Brazil,53544
CS00634,Gerónimo,Prado,Male,27,Mexico,91932
CS00635,Kevin,Benítez,Male,25,Colombia,121734
CS00636,Juan,Huerta,Male,33,Chile,59472
CS00637,Davi Lucca,da Cunha,Male,21,Brazil,51252
CS00638,Tatiana,López,Female,58,Colombia,124057
CS00639,Luis,Rodríguez,Male,22,Colombia,34530
CS00640,María,Suárez,Female,56,Colombia,90261
CS00641,Luigi,Novaes,Male,58,Brazil,87551
CS00642,Cynthia,Montero,Female,63,Mexico,38818
CS00643,Alan,Salinas,Male,45,Chile,20205
CS00644,Fernanda,Moreno,Female,33,Chile,94798
CS00645,Daniel,Angulo,Male,29,Colombia,107080
CS00646,Davi,Melo,Male,51,Brazil,147749
CS00647,Eduardo,Matus,Male,22,Chile,144964
CS00648,Nina,Sales,Female,42,Brazil,134469
CS00649,Luz,Martínez,Female,20,Colombia,103318
CS00650,Ernesto,Moreno,Male,41,Colombia,53246
CS00651,Eloah,Moreira,Female,40,Brazil,123352
CS00652,Bárbara,da Rosa,Female,40,Brazil,51604
CS00653,Isabella,Caldeira,Female,55,Brazil,116362
CS00654,Marjorie,Salinas,Female,26,Chile,25811
CS00655,Florencia,Ríos,Female,52,Chile,64374
CS00656,Georgina,Garibay,Male,61,Mexico,80899
CS00657,Katerine,Vega,Female,58,Colombia,43891
CS00658,Hernán,Muro,Female,22,Mexico,113853
CS00659,Teresa,Bohórquez,Female,20,Colombia,58462
CS00660,Trinidad,Zarate,Female,20,Mexico,123692
CS00661,Serafín,Fernández,Male,20,Mexico,61365
CS00662,María,Carmona,Female,50,Chile,72196
CS00663,Enrique,Villa,Male,34,Colombia,24799
CS00664,Barbara,Valdez,Male,36,Mexico,66789
CS00665,Ana Beatriz,Fogaça,Female,59,Brazil,63506
CS00666,Maribel,Madrid,Female,25,Chile,124771
CS00667,Carla,Alfaro,Female,45,Chile,136586
CS00668,Doris,Narváez,Female,65,Colombia,77637
CS00669,Estella,Cruz,Female,39,Colombia,147627
CS00670,Ricardo,Trujillo,Male,49,Mexico,110710
CS00671,David,Buitrago,Male,41,Colombia,141151
CS00672,Carolina,Maldonado,Female,23,Chile,115300
CS00673,Lorenzo,Peña,Male,23,Colombia,76440
CS00674,Eugenio,Matos,Male,52,Mexico,58504
CS00675,Alexis,Figueroa,Male,24,Chile,30494
CS00676,Ana,González,Female,60,Chile,58750
CS00677,Joaquín,Fuentes,Male,46,Chile,98986
CS00678,Milena,Murillo,Female,28,Colombia,110408
CS00679,Jesús,Muñoz,Male,40,Colombia,78606
CS00680,João Vitor,Viana,Male,64,Brazil,134037
CS00681,Rosa,San Martín,Female,57,Chile,77008
CS00682,Félix,Fernández,Male,58,Chile,148454
CS00683,Sarah,Cardoso,Female,22,Brazil,107973
CS00684,Johana,Castro,Female,41,Colombia,87251
CS00685,Aurora,Chavarría,Female,19,Mexico,38714
CS00686,Yeny,López,Female,20,Colombia,36545
CS00687,Camila,Ramos,Female,33,Brazil,122041
CS00688,Anahí,Mejías,Female,41,Chile,70181
CS00689,Yago,Moraes,Male,56,Brazil,40111
CS00690,Adolfo,Díaz,Male,41,Colombia,68760
CS00691,Milton,Arias,Male,22,Colombia,95225
CS00692,Rafaél,Cabrera,Male,51,Mexico,68096
CS00693,Olga,Quintero,Female,38,Colombia,105139
CS00694,Fernanda,Venegas,Female,33,Chile,145897
CS00695,Davi Lucas,Cardoso,Male,19,Brazil,116426
CS00696,Susana,Tamayo,Female,49,Mexico,87861
CS00697,Dayana,Villamil,Female,53,Colombia,35435
CS00698,Carlos,Bravo,Male,34,Chile,112279
CS00699,William,García,Male,31,Colombia,100199
CS00700,Lilian,Bustamante,Female,62,Chile,140124
CS00701,Juan,López,Male,30,Colombia,36074
CS00702,Silvano,Marín,Female,22,Mexico,79250
CS00703,Miguel Ángel,Garibay,Female,63,Mexico,78341
CS00704,Rafael,Moura,Male,61,Brazil,146820
CS00705,Camila,Flores,Female,60,Chile,65537
CS00706,Maria Cecília,Nunes,Female,53,Brazil,91063
CS00707,Isidora,Inostroza,Female,37,Chile,131589
CS00708,Karina,Esparza,Female,63,Mexico,113003
CS00709,Susana,Alvarado,Female,41,Mexico,86683
CS00710,Eric,Oquendo,Male,25,Mexico,149123
CS00711,Emiliano,Maya,Female,26,Mexico,51029
CS00712,Sebastián,Ángel,Male,19,Colombia,67303
CS00713,Tamara,Meneses,Female,47,Chile,125337
CS00714,Karina,Santillán,Male,57,Mexico,135899
CS00715,Laís,Aragão,Female,22,Brazil,60539
CS00716,Wilson,Parada,Male,63,Colombia,114223
CS00717,Mariela,Molina,Female,51,Colombia,73843
CS00718,Leidy,Rodríguez,Female,54,Colombia,29666
CS00719,Eugenia,Garibay,Female,38,Mexico,104192
CS00720,Júlia,Dias,Female,46,Brazil,81057
CS00721,Luis,Silva,Male,26,Chile,135075
CS00722,Trinidad,Marrero,Male,26,Mexico,76704
CS00723,Daniela,Cardoso,Female,25,Brazil,87908
CS00724,Esperanza,Tamayo,Male,37,Mexico,41581
CS00725,Angélica,Ulloa,Female,38,Mexico,142517
CS00726,Lorenzo,Mateo,Female,40,Mexico,144188
CS00727,Francisca,Cornejo,Female,23,Chile,52847
CS00728,Cristina,Blanco,Female,58,Mexico,145350
CS00729,Vanessa,Cárcamo,Female,26,Chile,101922
CS00730,Roberto,Parra,Male,57,Chile,89924
CS00731,Benício,Porto,Male,50,Brazil,104015
CS00732,Cynthia,Cervántez,Male,55,Mexico,143418
CS00733,Antonia,Soliz,Female,28,Mexico,106341
CS00734,Rosa,Montoya,Female,54,Chile,25399
CS00735,Melissa,Barros,Female,23,Brazil,25958
CS00736,María,Núñez,Female,59,Chile,47631
CS00737,Teresa,Hernández,Female,57,Colombia,103753
CS00738,Pedro,Martins,Male,49,Brazil,136522
CS00739,Carlos,Vega,Male,59,Chile,145390
CS00740,Joaquín,Mora,Male,48,Chile,52096
CS00741,Carlos,Jiménez,Male,37,Colombia,79446
CS00742,Calebe,Nunes,Male,62,Brazil,27852
CS00743,María Teresa,Lemus,Female,46,Mexico,74476
CS00744,Luis,Uribe,Male,47,Colombia,46741
CS00745,Francisco,Bravo,Male,56,Chile,38830
CS00746,José,Barrientos,Male,63,Chile,61853
CS00747,Berta,Toledo,Female,43,Chile,37139
CS00748,Rubén,Villegas,Male,50,Chile,93616
CS00749,Alice,Santos,Female,38,Brazil,51685
CS00750,Karol,Contreras,Female,25,Colombia,55058
CS00751,Jorge,Fernández,Male,33,Colombia,38465
CS00752,Alana,Santos,Female,21,Brazil,58038
CS00753,Julieth,Martínez,Female,57,Colombia,74805
CS00754,Pamela,Bustos,Male,28,Mexico,126624
CS00755,Daniela,Espinoza,Female,54,Chile,114519
CS00756,Jorge,Contreras,Male,30,Chile,120023
CS00757,Cornelio,Barreto,Male,49,Mexico,87466
CS00758,Paula,Mejía,Female,49,Colombia,135222
CS00759,Herminda,Alarcón,Female,49,Chile,23037
CS00760,Daniel,Barros,Male,43,Brazil,86249
CS00761,Jean,Tamayo,Male,33,Colombia,48199
CS00762,Elena,Fuentes,Female,21,Chile,26624
CS00763,Evaristo,Piña,Male,49,Chile,98317
CS00764,Andrés,Henao,Male,36,Colombia,90345
CS00765,Luiz Gustavo,Novaes,Male,24,Brazil,76482
CS00766,Santiago,Camarillo,Female,34,Mexico,115355
CS00767,Sandra,Rivas,Female,43,Chile,67964
CS00768,Levi,Pereira,Male,43,Brazil,26705
CS00769,Antonia,Botello,Female,41,Mexico,92512
CS00770,Alice,Guzmán,Female,22,Chile,70639
CS00771,David,Rodríguez,Male,53,Colombia,56663
CS00772,Eduarda,Freitas,Female,26,Brazil,147806
CS00773,Thales,Costa,Male,43,Brazil,68915
CS00774,Raquel,Ahumada,Female,53,Chile,143069
CS00775,Berta,Reyes,Female,27,Chile,46090
CS00776,Milena,Toro,Female,50,Colombia,25276
CS00777,Letícia,Cardoso,Female,20,Brazil,37961
CS00778,Luz,Castro,Female,48,Chile,88069
CS00779,Eduardo,Muñoz,Male,27,Colombia,99463
CS00780,Adela,Ontiveros,Male,38,Mexico,142076
CS00781,Nelson,Cornejo,Male,28,Chile,71505
CS00782,Pamela,Molina,Female,55,Chile,64089
CS00783,David,Giraldo,Male,63,Colombia,93783
CS00784,Bastián,Aravena,Male,48,Chile,126921
CS00785,Clara,Nunes,Female,41,Brazil,63416
CS00786,João Felipe,da Costa,Male,44,Brazil,96507
CS00787,Fernando,Cea,Male,64,Chile,134307
CS00788,Maria Clara,Rodrigues,Female,56,Brazil,82205
CS00789,Macarena,Castillo,Female,59,Chile,122616
CS00790,Omar,Muñiz,Male,64,Mexico,26731
CS00791,Alba,Agudelo,Female,28,Colombia,88712
CS00792,Henry,Vargas,Male,27,Colombia,127696
CS00793,Asunción,Romero,Male,20,Mexico,95047
CS00794,Alice,da Rosa,Female,30,Brazil,22482
CS00795,Camilo,Castro,Male,38,Colombia,74890
CS00796,Julio César,Gálvez,Female,44,Mexico,110505
CS00797,María Luisa,Quesada,Female,44,Mexico,85774
CS00798,Ruby,Quintero,Female,65,Colombia,115342
CS00799,Gabriela,Costa,Female,63,Brazil,38098
CS00800,Celia,Sevilla,Male,53,Mexico,62604
CS00801,Julián,García,Male,51,Colombia,69391
CS00802,Rosa,Arriagada,Female,29,Chile,80249
CS00803,Susana,Muñoz,Female,52,Chile,66437
CS00804,Víctor,Méndez,Male,57,Chile,83462
CS00805,Juan Carlos,Villegas,Female,33,Mexico,56569
CS00806,Rodrigo,Uribe,Male,32,Chile,143402
CS00807,Matías,Quezada,Male,36,Chile,112392
CS00808,Pilar,Rocha,Female,62,Mexico,112404
CS00809,David,García,Male,38,Colombia,82888
CS00810,Pía,Olivares,Female,53,Chile,142381
CS00811,José,García,Male,36,Chile,35974
CS00812,Elcy,Castañeda,Female,43,Colombia,127266
CS00813,Cecilia,Segura,Female,27,Chile,58070
CS00814,Carlos Eduardo,Costela,Male,36,Brazil,145214
CS00815,Ana Sophia,Moraes,Female,40,Brazil,141111
CS00816,Cielo,Vargas,Female,59,Colombia,53612
CS00817,Silvia,Domínguez,Female,31,Colombia,46485
CS00818,Fernanda,Aravena,Female,53,Chile,111248
CS00819,Graciela,Araya,Female,26,Chile,34316
CS00820,Diana,Valentín,Male,33,Mexico,26653
CS00821,Jaime,Abreu,Female,58,Mexico,50518
CS00822,Davi Lucca,Pires,Male,24,Brazil,74172
CS00823,María,Moncada,Female,63,Chile,81918
CS00824,João Vitor,Teixeira,Male,61,Brazil,121025
CS00825,Jacinto,Ulloa,Female,18,Mexico,146421
CS00826,María del Carmen,Hurtado,Female,44,Mexico,105575
CS00827,Lina,Cabrera,Female,48,Colombia,105267
CS00828,Gustavo,Vergara,Female,36,Mexico,62096
CS00829,Noemí,Osorio,Female,59,Chile,27754
CS00830,Guilherme,Costa,Male,59,Brazil,95252
CS00831,Enrique,Tamayo,Male,52,Mexico,116821
CS00832,Ana Julia,Alves,Female,29,Brazil,74773
CS00833,Jesús,Heredia,Female,20,Mexico,129602
CS00834,Edith,Ortega,Female,49,Colombia,44420
CS00835,Fanny,Gutiérrez,Female,20,Chile,21214
CS00836,Manuel,Zúñiga,Male,54,Chile,99007
CS00837,Alexia,da Costa,Female,39,Brazil,57298
CS00838,Esneider,Agudelo,Male,59,Colombia,91211
CS00839,Yuli,Vélez,Female,26,Colombia,131550
CS00840,Patricia,Lozano,Female,35,Colombia,45272
CS00841,Carlos Eduardo,Moura,Male,39,Brazil,41298
CS00842,Jorge,Paz,Male,59,Colombia,53720
CS00843,María Cristina,Badillo,Female,18,Mexico,116549
CS00844,José,Medina,Male,36,Chile,94420
CS00845,Lorenzo,Jiménez,Female,29,Mexico,100079
CS00846,Harvey,Rodríguez,Male,45,Colombia,87538
CS00847,Alma,Aguirre,Female,23,Chile,72538
CS00848,Emanuelly,da Costa,Female,29,Brazil,148671
CS00849,Laura,Salcedo,Male,48,Mexico,62415
CS00850,Estela,Mena,Female,18,Mexico,54181
CS00851,Marcela,Bernal,Female,33,Colombia,78554
CS00852,Jorge,Díaz,Male,39,Chile,59576
CS00853,Ana Beatriz,da Mata,Female,34,Brazil,105679
CS00854,Alejandra,González,Female,62,Chile,50972
CS00855,Renan,da Conceição,Male,60,Brazil,35495
CS00856,Julia,Valencia,Female,37,Colombia,40934
CS00857,Mario,Narváez,Male,61,Colombia,85866
CS00858,Diego,González,Male,62,Chile,35389
CS00859,Julio,Escalona,Male,41,Chile,100560
CS00860,Guadalupe,Estévez,Female,32,Mexico,145483
CS00861,Ruby,Nava,Female,48,Mexico,40078
CS00862,Astrid,Agudelo,Female,65,Colombia,149608
CS00863,Cristian,González,Male,44,Chile,112004
CS00864,Rodolfo,Salazar,Male,52,Colombia,125119
CS00865,Gonzalo,Huerta,Male,33,Mexico,109173
CS00866,Nicole,Pinto,Female,51,Brazil,78556
CS00867,Patricia,Vásquez,Female,22,Chile,140225
CS00868,Matheus,Santos,Male,21,Brazil,128629
CS00869,Joaquín,Tapia,Male,54,Mexico,90341
CS00870,Antonio,Huerta,Male,28,Mexico,63007
CS00871,Wilmar,Ortega,Male,25,Colombia,109167
CS00872,Evelio,Rosas,Female,63,Mexico,96434
CS00873,Luis,Silva,Male,23,Colombia,137819
CS00874,María,Sarmiento,Female,21,Colombia,79432
CS00875,Benito,Muñiz,Male,50,Mexico,74450
CS00876,Iván,Zapata,Male,54,Colombia,27567
CS00877,Omar,Marín,Male,61,Colombia,125764
CS00878,Jacqueline,Núñez,Female,64,Chile,22853
CS00879,Fredy,Cárdenas,Male,34,Colombia,127014
CS00880,Maria Clara,Melo,Female,65,Brazil,48560
CS00881,Luiz Felipe,Jesus,Male,20,Brazil,75534
CS00882,José,Venegas,Male,62,Chile,28357
CS00883,Catarina,Mendes,Female,22,Brazil,149254
CS00884,Danilo,Córdoba,Male,20,Colombia,57629
CS00885,Steven,Vargas,Male,29,Colombia,120790
CS00886,Clemente,Mares,Female,59,Mexico,148232
CS00887,Sandra,Rivera,Female,41,Colombia,136828
CS00888,Tatiana,Garzón,Female,46,Colombia,133982
CS00889,Andrea,Rojas,Female,42,Colombia,30518
CS00890,Flavio,Espino,Female,59,Mexico,132759
CS00891,Eliana,Zapata,Female,25,Chile,43392
CS00892,Marcela,Ramos,Female,51,Colombia,36691
CS00893,Reina,Riojas,Male,18,Mexico,119113
CS00894,Luiz Miguel,Lopes,Male,37,Brazil,80686
CS00895,Amparo,Murcia,Female,52,Colombia,69712
CS00896,Gerardo,Vera,Male,33,Mexico,80375
CS00897,Felipe,Sandoval,Male,27,Chile,56129
CS00898,Magdalena,Bañuelos,Male,64,Mexico,120334
CS00899,Alice,Sales,Female,20,Brazil,126099
CS00900,Enrique,Barbosa,Male,57,Colombia,120408
CS00901,Leandro,Cardoso,Male,33,Brazil,47011
CS00902,Luigi,da Rosa,Male,24,Brazil,97849
CS00903,Beatriz,Cardoso,Female,46,Brazil,98352
CS00904,Raul,Barbosa,Male,33,Brazil,117064
CS00905,Brenda,Ramos,Female,43,Brazil,77535
CS00906,Virginia,Sepúlveda,Male,52,Mexico,48477
CS00907,Vitória,Alves,Female,26,Brazil,86046
CS00908,Fernando,Arredondo,Male,32,Chile,126926
CS00909,Claudia,Ortiz,Female,54,Chile,98370
CS00910,Rolando,Retamales,Male,33,Chile,59552
CS00911,José Eduardo,Mendoza,Male,60,Mexico,88321
CS00912,Héctor,Longoria,Male,44,Mexico,59387
CS00913,Camila,Tapia,Female,21,Chile,92970
CS00914,Gerónimo,Loera,Female,58,Mexico,108965
CS00915,Yulieth,León,Female,53,Colombia,84962
CS00916,Juan,Araújo,Male,40,Brazil,143415
CS00917,Vanesa,Martínez,Female,51,Colombia,61777
CS00918,Virginia,Palacios,Female,44,Colombia,39558
CS00919,Cristian,Serrano,Male,42,Chile,44101
CS00920,Carmen,Rivas,Female,33,Colombia,131324
CS00921,David,Jaime,Female,37,Mexico,132399
CS00922,Fernando,Arenas,Male,47,Mexico,139896
CS00923,Alexandre,Mendes,Male,53,Brazil,74090
CS00924,Elena,Arteaga,Female,53,Colombia,89467
CS00925,Rolando,Cuellar,Male,42,Mexico,51831
CS00926,José,Briceño,Male,31,Chile,63288
CS00927,Marina,Azevedo,Female,46,Brazil,131035
CS00928,Benjamín,Navarro,Male,23,Chile,90206
CS00929,Soledad,Lemus,Female,21,Mexico,55187
CS00930,Javier,Díaz,Male,61,Colombia,99294
CS00931,Yago,Gonçalves,Male,22,Brazil,44662
CS00932,Celia,Patiño,Female,48,Mexico,47379
CS00933,Margarita,Henríquez,Female,37,Chile,145438
CS00934,Benício,da Costa,Male,31,Brazil,142835
CS00935,Renato,Márquez,Female,65,Mexico,35376
CS00936,Judith,Bolaños,Female,33,Colombia,111177
CS00937,Rodolfo,Farías,Male,43,Mexico,139947
CS00938,María Teresa,Rael,Female,53,Mexico,62154
CS00939,Claudia,Rojo,Female,42,Chile,81112
CS00940,María,Piña,Female,37,Chile,54283
CS00941,Pablo,Palma,Male,50,Chile,135711
CS00942,Leidy,Guerrero,Female,47,Colombia,32924
CS00943,Óscar,Mosquera,Male,38,Colombia,139843
CS00944,Socorro,Gurule,Male,41,Mexico,61015
CS00945,Vanesa,Gómez,Female,20,Colombia,93731
CS00946,Alonso,Cornejo,Male,65,Mexico,39126
CS00947,Enrico,Pinto,Male,34,Brazil,92523
CS00948,Paola,Sánchez,Female,36,Colombia,39976
CS00949,Zacarías,Valdez,Female,39,Mexico,50149
CS00950,Daniel,Rivera,Male,54,Colombia,129230
CS00951,Leticia,Grijalva,Male,49,Mexico,92173
CS00952,Samuel,González,Male,34,Chile,120055
CS00953,Jesús,Cuesta,Male,64,Colombia,104108
CS00954,Fredy,Bohórquez,Male,47,Colombia,42050
CS00955,Fabiola,Rodríguez,Female,28,Chile,38344
CS00956,Fabio,Carvajal,Male,29,Colombia,140179
CS00957,Theo,Azevedo,Male,51,Brazil,24433
CS00958,Renan,da Paz,Male,60,Brazil,26358
CS00959,Heloísa,Viana,Female,44,Brazil,38021
CS00960,Pablo,Nazario,Female,22,Mexico,112690
CS00961,Gustavo,Figueroa,Female,18,Mexico,48668
CS00962,Yair,Hernández,Male,41,Colombia,27923
CS00963,Nancy,Morales,Female,60,Colombia,83944
CS00964,Eduarda,da Paz,Female,18,Brazil,89758
CS00965,Gonzalo,Cuéllar,Male,18,Colombia,22192
CS00966,Verónica,Ibarra,Female,52,Chile,148120
CS00967,Carol,Araya,Female,19,Chile,85826
CS00968,Inés,Sánchez,Female,29,Colombia,34026
CS00969,Bernardo,Lima,Male,51,Brazil,39516
CS00970,Gabriel,Roldán,Female,30,Mexico,101235
CS00971,Viviana,Sánchez,Female,40,Chile,55038
CS00972,Fernando,Molina,Male,23,Colombia,68896
CS00973,Leonardo,Molina,Male,47,Colombia,94055
CS00974,Isabel,Pabón,Male,62,Mexico,49603
CS00975,Marcela,Piña,Female,61,Chile,128535
CS00976,Mirella,Nunes,Female,59,Brazil,149980
CS00977,Milena,Silva,Female,23,Brazil,73120
CS00978,Beatriz,Gaviria,Female,42,Colombia,92443
CS00979,Carlos,Murillo,Male,21,Colombia,103459
CS00980,Fernanda,Vieira,Female,62,Brazil,42463
CS00981,Noah,Almeida,Male,49,Brazil,130799
CS00982,Dora,Duque,Female,59,Colombia,122809
CS00983,Bastián,Quezada,Male,54,Chile,148100
CS00984,Brenda,Gonçalves,Female,51,Brazil,140475
CS00985,João,Duarte,Male,32,Brazil,47710
CS00986,Sandra,Ayala,Female,35,Colombia,26102
CS00987,Júlia,Gonçalves,Female,61,Brazil,141318
CS00988,Hernán,Solís,Male,52,Chile,93860
CS00989,Luiz Gustavo,Martins,Male,29,Brazil,141735
CS00990,María,Vergara,Female,19,Chile,146021
CS00991,Abigail,Riojas,Male,55,Mexico,38899
CS00992,Jaime,Guerrero,Male,22,Colombia,59226
CS00993,Eva,Lucero,Male,54,Mexico,51519
CS00994,Alberto,Osorio,Male,61,Colombia,137509
CS00995,Tomás,Lazcano,Male,42,Chile,119039
CS00996,Ignacio,Santillán,Female,62,Mexico,114917
CS00997,Alana,Fogaça,Female,50,Brazil,117708
CS00998,María,Fuenzalida,Female,21,Chile,32803
CS00999,Nelson,Rueda,Male,32,Colombia,129926
CS01000,Isabella,Ribeiro,Female,39,Brazil,99320
